species,n.ind,sp.name,gen.name,fam.name
Kadua affinis,185,Kadua affinis,Kadua,Rubiaceae
Kaempferia rotunda,2,Kaempferia rotunda,Kaempferia,Zingiberaceae
Kaempferia pulchra,7,Kaempferia pulchra,Kaempferia,Zingiberaceae
Kailarsenia lineata,1,Kailarsenia lineata,Kailarsenia,Rubiaceae
Kalanchoe beharensis,1,Kalanchoe beharensis,Kalanchoe,Crassulaceae
Kalanchoe blossfeldiana,1,Kalanchoe blossfeldiana,Kalanchoe,Crassulaceae
Kalanchoe orgyalis,1,Kalanchoe orgyalis,Kalanchoe,Crassulaceae
Kalanchoe thyrsiflora,1,Kalanchoe tetraphylla,Kalanchoe,Crassulaceae
Kalanchoe tubiflora,1,Bryophyllum delagoense,Bryophyllum,Crassulaceae
Kentiopsis magnifica,2,Kentiopsis magnifica,Kentiopsis,Arecaceae
Kentiopsis oliviformis,2,Kentiopsis oliviformis,Kentiopsis,Arecaceae
Kerriodoxa elegans,8,Kerriodoxa elegans,Kerriodoxa,Arecaceae
Khaya senegalensis,2,Khaya senegalensis,Khaya,Meliaceae
Kigelia africana,3,Kigelia africana,Kigelia,Bignoniaceae
Kleinhovia hospita,1,Kleinhovia hospita,Kleinhovia,Malvaceae
Kokia cookei,1,Kokia cookei,Kokia,Malvaceae
Kokia drynarioides,14,Kokia drynarioides,Kokia,Malvaceae
Kokia kauaiensis,108,Kokia kauaiensis,Kokia,Malvaceae
Koordersiodendron pinnatum,1,Koordersiodendron pinnatum,Koordersiodendron,
Kopsia arborea,2,Kopsia arborea,Kopsia,Apocynaceae
Labordia tinifolia var. wahiawaensis,2,Labordia tinifolia,Labordia,Loganiaceae
Labordia tinifolia var. tinifolia,4,Labordia tinifolia,Labordia,Loganiaceae
Labordia lorenceana,1,Labordia lorenceana,Labordia,Loganiaceae
Labordia hirtella,2,Labordia hirtella,Labordia,Loganiaceae
Labordia helleri,15,Labordia helleri,Labordia,Loganiaceae
Labordia degeneri,48,Labordia degeneri,Labordia,Loganiaceae
Lagerstroemia archeriana,1,Lagerstroemia archeriana,Lagerstroemia,Lythraceae
Lagerstroemia ×natchez,2,Lagerstroemia,Lagerstroemia,Lythraceae
Lagerstroemia indica,2,Lagerstroemia indica,Lagerstroemia,Lythraceae
Lagerstroemia sp.,2,Lagerstroemia,Lagerstroemia,Lythraceae
Lagerstroemia duperreana,4,Lagerstroemia duperreana,Lagerstroemia,Lythraceae
Lagerstroemia speciosa,11,Lagerstroemia speciosa,Lagerstroemia,Lythraceae
Lagerstroemia floribunda,13,Lagerstroemia floribunda,Lagerstroemia,Lythraceae
Lagunaria patersonii,1,Lagunaria patersonia,Lagunaria,Malvaceae
Laguncularia racemosa,4,Laguncularia racemosa,Laguncularia,Combretaceae
Lantana camara,1,Lantana camara,Lantana,Verbenaceae
Lantana montevidensis,1,Lantana montevidensis,Lantana,Verbenaceae
Lantana hybrid,5,Lantana,Lantana,Verbenaceae
Latania verschaffeltii,6,Latania verschaffeltii,Latania,Arecaceae
Latania loddigesii,8,Latania loddigesii,Latania,Arecaceae
Latania lontaroides,8,Latania lontaroides,Latania,Arecaceae
Lathyrus sativus,1,Lathyrus sativus,Lathyrus,Fabaceae
Laurus nobilis,1,Laurus nobilis,Laurus,Lauraceae
Lawsonia inermis,3,Lawsonia inermis,Lawsonia,Lythraceae
Lebronnecia kokioides,37,Lebronnecia kokioides,Lebronnecia,
Lecythis pisonis,2,Lecythis pisonis,Lecythis,Lecythidaceae
Leea philippinensis,2,Leea philippinensis,Leea,Vitaceae
Leea guineensis,4,Leea guineensis,Leea,Vitaceae
Lemurophoenix halleuxii,1,Lemurophoenix halleuxii,Lemurophoenix,Arecaceae
Lepidium bidentatum var. o-waihiense,28,Lepidium bidentatum var. o-waihiense,Lepidium,Brassicaceae
Lepidium orbiculare,3,Lepidium orbiculare,Lepidium,Brassicaceae
Lepidium serra,103,Lepidium serra,Lepidium,Brassicaceae
Lepidozamia hopei,4,Lepidozamia hopei,Lepidozamia,Zamiaceae
Lepidozamia peroffskyana,5,Lepidozamia peroffskyana,Lepidozamia,Zamiaceae
Leptecophylla tameiameiae,37,Leptecophylla tameiameiae,Leptecophylla,
Licaria triandra,1,Licaria triandra,Licaria,Lauraceae
Licuala peltata var. sumawongii,12,Licuala,Licuala,Arecaceae
Licuala ramsayi,3,Licuala ramsayi,Licuala,Arecaceae
Licuala sp.,3,Licuala,Licuala,Arecaceae
Licuala spinosa,9,Licuala spinosa,Licuala,Arecaceae
Licuala paludosa,11,Licuala paludosa,Licuala,Arecaceae
Licuala grandis,12,Licuala grandis,Licuala,Arecaceae
Licuala naumannii,14,Licuala nauroannii,Licuala,Arecaceae
Ligustrum japonicum,1,Ligustrum japonicum,Ligustrum,Oleaceae
Lilium formosanum,9,Lilium formosanum,Lilium,Liliaceae
Lipochaeta connata subsp. connata,4,Lipochaeta connata var. connata,Lipochaeta,Asteraceae
Lipochaeta connata subsp. acris,976,Lipochaeta connata var. acris,Lipochaeta,Asteraceae
Lipochaeta rockii,4,Lipochaeta rockii,Lipochaeta,Asteraceae
Lipochaeta succulenta,112,Lipochaeta succulenta,Lipochaeta,Asteraceae
Liriope muscari,10,Liriope muscari,Liriope,Liliaceae
Litchi chinensis,19,Litchi chinensis,Litchi,Sapindaceae
Livistona sp.,1,Livistona,Livistona,Arecaceae
Livistona carinensis,2,Livistona carinensis,Livistona,Arecaceae
Livistona mariae,3,Livistona mariae,Livistona,Arecaceae
Livistona muelleri,3,Livistona muelleri,Livistona,Arecaceae
Livistona rigida,3,Livistona rigida,Livistona,Arecaceae
Livistona speciosa,3,Livistona speciosa,Livistona,Arecaceae
Livistona saribus,4,Livistona saribus,Livistona,Arecaceae
Livistona decora,8,Livistona decora,Livistona,Arecaceae
Livistona chinensis,16,Livistona chinensis,Livistona,Arecaceae
Lobelia fistulosa,1,Lobelia fistulosa,Lobelia,Campanulaceae
Lobelia hillebrandii,2,Lobelia hillebrandii,Lobelia,Campanulaceae
Lobelia sp.,2,Lobelia,Lobelia,Campanulaceae
Lobelia yuccoides,8,Lobelia yuccoides,Lobelia,Campanulaceae
Lobelia niihauensis,81,Lobelia niihauensis,Lobelia,Campanulaceae
Lobelia hypoleuca,265,Lobelia hypoleuca,Lobelia,Campanulaceae
Lodoicea maldivica,3,Lodoicea maldivica,Lodoicea,Arecaceae
Lomandra insularis,1,Lomandra insularis,Lomandra,Asparagaceae
Lonchocarpus hondurensis,1,Lonchocarpus hondurensis,Lonchocarpus,Fabaceae
Lonchocarpus violaceus,1,Lonchocarpus violaceus,Lonchocarpus,Fabaceae
Loxococcus rupicola,1,Loxococcus rupicola,Loxococcus,Arecaceae
Ludia mauritiana,1,Ludia mauritiana,Ludia,Salicaceae
Ludovia lancaefolia,1,Ludovia lancifolia,Ludovia,Cyclanthaceae
Ludwigia sedoides,1,Ludwigia sedoides,Ludwigia,Onagraceae
Luzula hawaiiensis var. hawaiiensis,48,Luzula hawaiiensis,Luzula,Juncaceae
Luzula hawaiiensis,1,Luzula hawaiiensis,Luzula,Juncaceae
Lycium carolinianum,1,Lycium carolinianum,Lycium,Solanaceae
Lycium sandwicense,3,Lycium sandwicense,Lycium,Solanaceae
Lysiloma sp.,1,Lysiloma sp.,Lysiloma,
Lysimachia daphnoides,1,Lysimachia daphnoides,Lysimachia,Primulaceae
Lysimachia filifolia,1,Lysimachia filifolia,Lysimachia,Primulaceae
Lysimachia hillebrandii,2,Lysimachia hillebrandii,Lysimachia,Primulaceae
Lysimachia ovoidea,2,Lysimachia ovoidea,Lysimachia,Primulaceae
Lysimachia kalalauensis,3,Lysimachia kalalauensis,Lysimachia,Primulaceae
Lysimachia venosa,4,Lysimachia venosa,Lysimachia,Primulaceae
Lysimachia procumbens,5,Lysimachia procumbens,Lysimachia,Primulaceae
Lysimachia sp.,39,Lysimachia,Lysimachia,Primulaceae
Lysimachia glutinosa,42,Lysimachia glutinosa,Lysimachia,Primulaceae
Lysimachia mauritiana,119,Lysimachia mauritiana,Lysimachia,Primulaceae
Lytocaryum weddellianum,1,Lytocaryum weddellianum,Lytocaryum,Arecaceae
Macadamia integrifolia,1,Macadamia integrifolia,Macadamia,Proteaceae
Macaranga sp.,1,Macaranga,Macaranga,Euphorbiaceae
Macaranga mappa,3,Macaranga mappa,Macaranga,Euphorbiaceae
Machaerina mariscoides subsp. meyenii,317,Machaerina mariscoides,Machaerina,Cyperaceae
Machaerina angustifolia,163,Machaerina angustifolia,Machaerina,Cyperaceae
Machaerina mariscoides,421,Machaerina mariscoides,Machaerina,Cyperaceae
Macrocnemum jamaicense,1,Macrocnemum jamaicense,Macrocnemum,Rubiaceae
Macropiper puberulum var. glabrum,1,Piper puberulum var. glabrum,Piper,Piperaceae
Macropiper guahamense,1,Piper guahamense,Piper,Piperaceae
Macrozamia communis,3,Macrozamia communis,Macrozamia,Zamiaceae
Macrozamia moorei,3,Macrozamia moorei,Macrozamia,Zamiaceae
Maesa carolinensis var. carolinensis,3,Maesa carolinensis,Maesa,
Maesa carolinensis,4,Maesa carolinensis,Maesa,
Maesopsis eminii,1,Maesopsis eminii,Maesopsis,Rhamnaceae
Magnolia champaca,2,Magnolia champaca,Magnolia,Magnoliaceae
Magnolia grandiflora,2,Magnolia grandiflora,Magnolia,Magnoliaceae
Magnolia figo,3,Magnolia figo,Magnolia,Magnoliaceae
Malpighia coccigera,1,Malpighia coccigera,Malpighia,Malpighiaceae
Malpighia emarginata,5,Malpighia emarginata,Malpighia,Malpighiaceae
Malpighia glabra,5,Malpighia glabra,Malpighia,Malpighiaceae
Malvaviscus penduliflorus,2,Malvaviscus penduliflorus,Malvaviscus,Malvaceae
Mammea glauca,1,Ochrocarpos glaucus,Ochrocarpos,Clusiaceae
Mammea americana,3,Mammea americana,Mammea,Calophyllaceae
Mandevilla sp.,1,Mandevilla,Mandevilla,Apocynaceae
Mangifera indica,132,Mangifera indica,Mangifera,Anacardiaceae
Manihot esculenta,1,Manihot esculenta,Manihot,Euphorbiaceae
Manilkara jaimiqui subsp. emarginata,1,Manilkara jaimiqui subsp. emarginata,Manilkara,Sapotaceae
Manilkara dissecta,1,Manilkara dissecta,Manilkara,Sapotaceae
Manilkara kauki,1,Manilkara kauki,Manilkara,Sapotaceae
Manilkara sp.,1,Manilkara,Manilkara,Sapotaceae
Manilkara udoido,1,Manilkara udoido,Manilkara,Sapotaceae
Manilkara zapota,10,Manilkara zapota,Manilkara,Sapotaceae
Maniltoa psilogyne,1,Maniltoa psilogyne,Maniltoa,Fabaceae
Maniltoa sp.,1,Maniltoa,Maniltoa,Fabaceae
Mansoa hymenaea,2,Mansoa hymenaea,Mansoa,Bignoniaceae
Maranta arundinacea,2,Maranta arundinacea,Maranta,Marantaceae
Maranta sp.,2,Maranta,Maranta,Marantaceae
Marantochloa flexuosa,3,Marantochloa cuspidata,Marantochloa,Marantaceae
Markhamia lutea,3,Markhamia lutea,Markhamia,Bignoniaceae
Marojejya darianii,1,Marojejya darianii,Marojejya,Arecaceae
Marojejya insignis,1,Marojejya insignis,Marojejya,Arecaceae
Matisia cordata,2,Quararibea cordata,Quararibea,Malvaceae
Mauritiella armata,2,Mauritiella armata,Mauritiella,Arecaceae
Maxillariella tenuifolia,1,Maxillariella tenuifolia,Maxillariella,Orchidaceae
Maytenus emarginata,1,Gymnosporia emarginata,Gymnosporia,Celastraceae
Maytenus wallichiana,3,Gymnosporia wallichiana,Gymnosporia,Celastraceae
Medinilla magnifica,1,Medinilla magnifica,Medinilla,Melastomataceae
Megaskepasma erythrochlamys,19,Megaskepasma erythrochlamys,Megaskepasma,Acanthaceae
Melanthera subcordata,1,Melanthera subcordata,Melanthera,Asteraceae
Melanthera integrifolia,5,Melanthera integrifolia,Melanthera,Asteraceae
Melanthera waimeaensis,6,Melanthera waimeaensis,Melanthera,Asteraceae
Melicoccus bijugatus,5,Melicoccus bijugatus,Melicoccus,Sapindaceae
Melicope elleryana,1,Melicope elleryana,Melicope,Rutaceae
Melicope feddei,1,Melicope feddei,Melicope,Rutaceae
Melicope sp.,1,Melicope,Melicope,Rutaceae
Melicope spathulata,1,Melicope spathulata,Melicope,Rutaceae
Melicope clusiifolia,2,Melicope clusiifolia,Melicope,Rutaceae
Melicope degeneri,2,Melicope degeneri,Melicope,Rutaceae
Melicope mucronulata,2,Melicope mucronulata,Melicope,Rutaceae
Melicope barbigera,3,Melicope barbigera,Melicope,Rutaceae
Melicope latifolia,3,Melicope latifolia,Melicope,Rutaceae
Melicope anisata,63,Melicope anisata,Melicope,Rutaceae
Melicope paniculata,129,Melicope paniculata,Melicope,Rutaceae
Merrillia caloxylon,1,Merrillia caloxylon,Merrillia,Rutaceae
Merrilliodendron megacarpum,1,Merrilliodendron megacarpum,Merrilliodendron,Icacinaceae
Mesua ferrea,1,Mesua ferrea,Mesua,Calophyllaceae
Metrosideros waialealae var. waialealae,3,Metrosideros waialealae,Metrosideros,Myrtaceae
Metrosideros polymorpha var. glaberrima,547,Metrosideros polymorpha var. lutea,Metrosideros,Myrtaceae
Metrosideros polymorpha var. polymorpha,709,Metrosideros polymorpha,Metrosideros,Myrtaceae
Metrosideros waialealae,7,Metrosideros waialealae,Metrosideros,Myrtaceae
Metrosideros sp.,13,Metrosideros,Metrosideros,Myrtaceae
Metrosideros macropus,134,Metrosideros macropus,Metrosideros,Myrtaceae
Metrosideros polymorpha,1103,Metrosideros polymorpha,Metrosideros,Myrtaceae
Metroxylon warburgii,2,Metroxylon warburgii,Metroxylon,Arecaceae
Metroxylon amicarum,3,Metroxylon amicarum,Metroxylon,Arecaceae
Microcycas calocoma,2,Microcycas calocoma,Microcycas,Zamiaceae
Microlepia strigosa var. strigosa,11491,Microlepia strigosa,Microlepia,Dennstaedtiaceae
Microlepia strigosa,101,Microlepia strigosa,Microlepia,Dennstaedtiaceae
Micromelum minutum,3,Micromelum minutum,Micromelum,
Microsorum spectrum var. pentadactylum,557,Microsorum spectrum,Microsorum,
Microsorum spectrum,5,Microsorum spectrum,Microsorum,
Millettia dura,1,Millettia dura,Millettia,Fabaceae
Millettia pinnata,2,Pongamia pinnata,Pongamia,Fabaceae
Miltonia flavescens,1,Miltonia flavescens,Miltonia,Orchidaceae
Miltonia hybrid,2,Miltonia,Miltonia,Orchidaceae
Mimusops elengi,2,Mimusops elengi,Mimusops,Sapotaceae
Mimusops balata,3,Mimusops balata,Mimusops,Sapotaceae
Mitragyna inermis,3,Mitragyna inermis,Mitragyna,Rubiaceae
Monocostus uniflorus,1,Monocostus uniflorus,Monocostus,Costaceae
Monodora myristica,6,Monodora myristica,Monodora,Annonaceae
Monstera sp.,2,Monstera,Monstera,Araceae
Morinda myrtifolia var. myrtifolia,2,Morinda myrtifolia,Morinda,
Morinda citrifolia var. potteri,7,Morinda citrifolia,Morinda,Rubiaceae
Morinda coreia,1,Morinda coreia,Morinda,Rubiaceae
Morinda royoc,1,Morinda royoc,Morinda,Rubiaceae
Morinda pedunculata,3,Morinda pedunculata,Morinda,Rubiaceae
Morinda latibractea,11,Morinda latibractea,Morinda,Rubiaceae
Morinda citrifolia,18,Morinda citrifolia,Morinda,Rubiaceae
Moringa oleifera,1,Moringa oleifera,Moringa,Moringaceae
Moringa peregrina,1,Moringa peregrina,Moringa,Moringaceae
Morus macroura,1,Morus macroura,Morus,Moraceae
Morus nigra,1,Morus nigra,Morus,Moraceae
Morus alba,2,Morus alba,Morus,Moraceae
Mucuna toyoshimai,1,Mucuna gigantea subsp. gigantea,Mucuna,Fabaceae
Mucuna novoguineensis,4,Mucuna novo-guineensis,Mucuna,Fabaceae
Murraya koenigii,5,Murraya koenigii,Murraya,Rutaceae
Murraya paniculata,327,Murraya paniculata,Murraya,Rutaceae
Musa ×paradisiaca 'Amorosa',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Dippig',2,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Double Chinese',1,Musa x paradisiaca,Musa,Musaceae
Musa acuminata 'Dwarf Cavendish',1,Musa acuminata,Musa,Musaceae
Musa acuminata 'Green-red',1,Musa acuminata,Musa,Musaceae
Musa ×paradisiaca 'Hai',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Hapai',7,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Huamoa',5,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Iholena Eleele',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Iholena Kou',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Iholena Upehupehu',2,Musa x paradisiaca,Musa,Musaceae
Musa sp. 'Iholena Kapua',7,Musa,Musa,Musaceae
Musa ×paradisiaca 'Iholena Lele',10,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Iholena',3,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Kahiki Mauki',4,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Kahiki',3,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Kaualau',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Largo',2,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Mahoe',3,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Mana Lele',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Manini',7,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Ekeula (Maoli Popoulu)',1,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Eleele Pale',2,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Eleele',2,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Kaualau',4,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Lele Kea',4,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Eleele Dark',5,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli Manai Ula',6,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Maoli',4,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Opu Ulu',1,Musa x paradisiaca,Musa,Musaceae
Musa sp. 'Plantain',2,Musa,Musa,Musaceae
Musa ×paradisiaca 'Popoulu Huamoa',2,Musa x paradisiaca,Musa,Musaceae
Musa ×paradisiaca 'Popoulu Lahi',2,Musa x paradisiaca,Musa,Musaceae
Musa acuminata 'Red',1,Musa acuminata,Musa,Musaceae
Musa acuminata 'Sucrier',1,Musa acuminata,Musa,Musaceae
Musa ×paradisiaca 'Yellow-trunk Popoulu',1,Musa x paradisiaca,Musa,Musaceae
Musa acuminata,1,Musa acuminata,Musa,Musaceae
Musa balbisiana,2,Musa balbisiana,Musa,Musaceae
Musa ornata,2,Musa ornata,Musa,Musaceae
Musa sp.,2,Musa,Musa,Musaceae
Musa mannii,3,Musa mannii,Musa,Musaceae
Musa textilis,3,Musa textilis,Musa,Musaceae
Musa ×paradisiaca,4,Musa x paradisiaca,Musa,Musaceae
Musa troglodytarum,6,Musa troglodytarum,Musa,Musaceae
Musa hybrid,7,Musa,Musa,Musaceae
Mussaenda sp.,2,Mussaenda,Mussaenda,Rubiaceae
Mussaenda arcuata,3,Mussaenda arcuata,Mussaenda,Rubiaceae
Mussaenda hybrid,3,Mussaenda,Mussaenda,Rubiaceae
Mussaenda philippica,3,Mussaenda philippica,Mussaenda,Rubiaceae
Mussaenda raiateensis,9,Mussaenda raiateensis,Mussaenda,Rubiaceae
Myoporum sandwicense,401,Myoporum sandwicense,Myoporum,Scrophulariaceae
Myrciaria sp.,1,Myrciaria,Myrciaria,Myrtaceae
Myrciaria vexator,4,Myrciaria vexator,Myrciaria,Myrtaceae
Myrciaria cauliflora,5,Plinia cauliflora,Plinia,Myrtaceae
Myrianthus arboreus,1,Myrianthus arboreus,Myrianthus,Urticaceae
Myriocarpa stipitata,1,Myriocarpa stipitata,Myriocarpa,Urticaceae
Myristica fragrans,6,Myristica fragrans,Myristica,Myristicaceae
Myrmecodia tuberosa,4,Myrmecodia tuberosa,Myrmecodia,Rubiaceae
Myrmecophila humboldtii,1,Myrmecophila humboldtii,Myrmecophila,Orchidaceae
Myrsine fosbergii,2,Rapanea fosbergii,Rapanea,Primulaceae
Myrsine linearifolia,2,Myrsine linearifolia,Myrsine,Primulaceae
Myrsine alyxifolia,3,Myrsine alyxifolia,Myrsine,Primulaceae
Myrsine knudsenii,7,Myrsine knudsenii,Myrsine,Primulaceae
Myrsine kauaiensis,9,Myrsine kauaiensis,Myrsine,Primulaceae
Myrsine lanaiensis,9,Myrsine lanaiensis,Myrsine,Primulaceae
Myrsine lessertiana,22,Myrsine lessertiana,Myrsine,Primulaceae
Nageia nagi,1,Nageia nagi,Nageia,Podocarpaceae
Nandina domestica,1,Nandina domestica,Nandina,Berberidaceae
Nannorrhops ritchieana,3,Nannorrhops ritchieana,Nannorrhops,Arecaceae
Nauclea xanthoxylon,1,Nauclea xanthoxylon,Nauclea,Rubiaceae
Nauclea orientalis,2,Nauclea orientalis,Nauclea,Rubiaceae
Nelumbo nucifera,5,Nelumbo nucifera,Nelumbo,Nelumbonaceae
Nelumbo lutea,6,Nelumbo lutea,Nelumbo,Nelumbonaceae
Nelumbo sp.,8,Nelumbo,Nelumbo,Nelumbonaceae
Neolamarckia cadamba,1,Neolamarckia cadamba,Neolamarckia,Rubiaceae
Neomarica gracilis,4,Neomarica gracilis,Neomarica,Iridaceae
Neomarica caerulea,5,Neomarica caerulea,Neomarica,Iridaceae
Neoregelia punctatissima,2,Neoregelia punctatissima,Neoregelia,Bromeliaceae
Neoregelia spectabilis,2,Neoregelia spectabilis,Neoregelia,Bromeliaceae
Neoregelia sp.,10,Neoregelia,Neoregelia,Bromeliaceae
Neoregelia hybrid,34,Neoregelia,Neoregelia,Bromeliaceae
Neoveitchia storckii,1,Neoveitchia storckii,Neoveitchia,Arecaceae
Nepenthes sp.,1,Nepenthes,Nepenthes,Nepenthaceae
Nephelium lappaceum,2,Nephelium lappaceum,Nephelium,Sapindaceae
Nephrolepis exaltata,41,Nephrolepis exaltata,Nephrolepis,Davalliaceae
Nephrolepis cordifolia,3040,Nephrolepis cordifolia,Nephrolepis,Davalliaceae
Neraudia kauaiensis,2,Neraudia kauaiensis,Neraudia,Urticaceae
Neraudia melastomifolia,3,Neraudia melastomifolia,Neraudia,Urticaceae
Nesoluma polynesicum var. glabrum,3,Sideroxylon polynesicum,Sideroxylon,Sapotaceae
Nestegis sandwicensis,256,Nestegis sandwicensis,Nestegis,Oleaceae
Neuburgia novocaledonica,1,Neuburgia novocaledonica,Neuburgia,Loganiaceae
Neuburgia celebica,5,Neuburgia celebica,Neuburgia,
Newbouldia laevis,4,Newbouldia laevis,Newbouldia,Bignoniaceae
Nidularium billbergioides,1,Nidularium billbergioides,Nidularium,Bromeliaceae
Nidularium sp.,2,Nidularium,Nidularium,Bromeliaceae
Nolina nelsonii,1,Nolina nelsonii,Nolina,Asparagaceae
Norantea guianensis,1,Norantea guianensis,Norantea,Marcgraviaceae
Normanbya normanbyi,9,Normanbya normanbyi,Normanbya,Arecaceae
Nothocestrum breviflorum,14,Nothocestrum breviflorum,Nothocestrum,Solanaceae
Nototrichium humile,2,Nototrichium humile,Nototrichium,
Nototrichium divaricatum,16,Nototrichium divaricatum,Nototrichium,
Nototrichium sandwicense,1636,Nototrichium sandwicense,Nototrichium,
Nymphaea capensis,1,Nymphaea capensis,Nymphaea,Nymphaeaceae
Nymphaea hybrid,49,Nymphaea,Nymphaea,Nymphaeaceae
Nymphoides aquatica,1,Nymphoides aquatica,Nymphoides,Menyanthaceae
Nymphoides indica,2,Nymphoides indica,Nymphoides,Menyanthaceae
Nypa fruticans,2,Nypa fruticans,Nypa,Arecaceae
Ochna thomasiana,1,Ochna thomasiana,Ochna,Ochnaceae
Ochroma pyramidale,1,Ochroma pyramidale,Ochroma,Malvaceae
Ochrosia oppositifolia,2,Ochrosia oppositifolia,Ochrosia,Apocynaceae
Ochrosia nakaiana,3,Ochrosia nakaiana,Ochrosia,Apocynaceae
Ochrosia elliptica,4,Ochrosia elliptica,Ochrosia,Apocynaceae
Ochrosia kauaiensis,103,Ochrosia kauaiensis,Ochrosia,Apocynaceae
Ocimum labiatum,15,Ocimum labiatum,Ocimum,Lamiaceae
Odontonema cuspidatum,4,Odontonema cuspidatum,Odontonema,Acanthaceae
Odontonema callistachyum,7,Odontonema callistachyum,Odontonema,Acanthaceae
Odontosoria chinensis,146,Odontosoria chinensis,Odontosoria,Lindsaeaceae
Oncidium sp.,1,Oncidium,Oncidium,Orchidaceae
Oncidium sphacelatum,3,Oncidium sphacelatum,Oncidium,Orchidaceae
Oncidium hybrid,4,Oncidium,Oncidium,Orchidaceae
Oncoba spinosa,1,Oncoba spinosa,Oncoba,Salicaceae
Oncosperma tigillarium,2,Oncosperma tigillarium,Oncosperma,Arecaceae
Opuntia sp.,2,Opuntia,Opuntia,Cactaceae
Orania sp.,1,Orania,Orania,Arecaceae
Oraniopsis appendiculata,1,Oraniopsis appendiculata,Oraniopsis,Arecaceae
Orchidantha maxillarioides,3,Orchidantha maxillarioides,Orchidantha,Lowiaceae
Oroxylum indicum,1,Oroxylum indicum,Oroxylum,Bignoniaceae
Osa pulchra,4,Osa pulchra,Osa,Rubiaceae
Osmanthus fragrans,1,Osmanthus fragrans,Osmanthus,Oleaceae
Osmoxylon novoguineense,1,Osmoxylon novoguineense,Osmoxylon,Araliaceae
Osmoxylon sp.,3,Osmoxylon,Osmoxylon,Araliaceae
